City,Country,City ID,Latitude,Temperature,Wind Speed,Humidity,Cloudiness
Exu,BR,3400541,-7.52,24.0,1.0,88,40
Kodiak,US,4407665,39.95,0.0,3.1,96,90
Yanai,JP,1848550,33.97,17.65,2.1,63,20
Adra,ES,2522430,36.75,13.0,1.5,93,0
Manokwari,ID,1636308,-0.87,29.15,4.52,95,8
Chulman,RU,2025261,56.84,-14.16,5.57,44,64
Minsk,BY,625144,53.9,0.0,4.0,92,75
Praia da Vitoria,PT,3372760,38.73,14.0,14.52,71,40
Porto Torres,IT,3170069,40.84,12.0,3.1,76,0
La Ronge,CA,6050066,55.1,-10.0,1.5,43,20
Staryy Nadym,RU,1490918,65.61,-17.16,6.37,83,12
Half Moon Bay,US,5354943,37.46,17.03,5.7,71,1
Boyolangu,ID,1648082,-8.09,28.1,2.17,88,12
Kayes,ML,2455518,14.44,25.45,3.32,35,8
Santiago del Estero,AR,3835869,-27.8,19.45,1.37,91,32
Beloha,MG,1067565,-25.17,23.55,6.12,88,44
Gambela,ET,337405,8.25,16.0,1.17,94,64
Itamarandiba,BR,3460825,-17.86,19.85,1.17,87,24
Ucluelet,CA,6171633,48.94,7.0,6.7,79,90
Teya,RU,1489656,60.37,-6.46,2.52,75,80
Sa Kaeo,TH,1606807,13.8,28.35,2.02,90,56
Constitucion,MX,4011743,23.99,26.0,6.7,8,5
Tigil,RU,2120612,57.8,0.75,2.97,96,0
Khorixas,NA,3356213,-20.37,17.65,1.52,98,92
Cherskiy,RU,2126199,68.75,1.3,3.02,77,0
Flinders,AU,6255012,-34.58,21.0,1.5,68,75
Ahipara,NZ,2194098,-35.17,22.15,3.37,71,8
Pisco,PE,3932145,-13.71,22.0,4.6,68,0
Praia,CV,3374333,14.92,20.0,8.7,68,20
Zhigansk,RU,2012530,66.77,-10.26,3.92,64,88
Provideniya,RU,4031574,64.42,-1.0,1.0,92,75
Ewa Beach,US,5855051,21.32,22.76,6.2,94,90
Matara,LK,1235846,5.95,28.3,2.72,93,36
Saint-Paul-les-Dax,FR,2977648,43.73,12.23,1.0,81,32
Jieshi,CN,1805857,22.82,23.8,2.22,82,12
Axim,GH,2303611,4.87,27.55,4.47,99,20
Neiafu,TO,4032420,-18.65,25.0,1.0,94,75
Saint-Philippe,RE,935215,-21.36,24.0,2.1,73,0
Presidencia Roque Saenz Pena,AR,3840300,-26.79,20.35,3.87,86,48
Tena,EC,3650721,-0.99,16.15,1.07,98,88
Toamasina,MG,1053384,-18.17,23.0,1.27,94,40
La Reforma,MX,4000490,25.08,27.0,3.1,39,75
Ranong,TH,1150965,9.96,25.0,2.1,100,0
Samagaltay,RU,1493155,50.6,-4.01,1.67,50,48
Pullman,US,5807540,46.73,7.16,5.7,80,90
Baculin,PH,1729469,7.45,27.5,3.67,95,32
Chapais,CA,5919850,49.78,-9.0,6.2,85,90
Daru,PG,2098329,-9.07,28.65,4.12,100,20
Jalu,LY,86049,29.03,11.95,3.37,72,0
Andenes,NO,3163146,69.31,-7.0,2.6,79,68
Castrillon,ES,3125723,43.4,12.0,3.1,66,40
Hobyo,SO,57000,5.35,26.15,2.97,91,56
Sechura,PE,3691954,-5.56,22.0,3.02,83,64
Menfi,IT,6537780,37.61,10.0,2.6,76,0
Nikolskoye,RU,546105,59.7,0.0,3.0,99,90
Pilar,PH,1693839,14.67,28.33,6.7,74,20
Kahului,US,5847411,20.89,22.64,9.3,94,90
Aviles,ES,3129135,43.55,12.0,3.1,66,40
Tam Ky,VN,1567148,15.57,23.0,2.1,78,20
Sorland,NO,3137469,67.67,0.8,1.97,100,8
Boende,CD,218680,-0.28,22.85,1.42,97,8
Komsomolskiy,RU,1486910,67.55,-24.86,1.37,40,0
Payakumbuh,ID,1631905,-0.23,23.1,0.77,99,88
Rio Grande,BR,3451138,-32.03,20.35,2.87,99,88
Shimoda,JP,1852357,34.7,17.0,2.6,82,75
Namibe,AO,3347019,-15.19,25.65,1.32,100,88
Vung Tau,VN,1562414,10.35,27.0,3.1,78,40
Fegyvernek,HU,720992,47.25,5.43,4.1,75,0
Lima,PE,3936456,-12.06,14.35,0.92,90,32
Qianguo,CN,2035399,45.12,5.35,6.12,42,36
Port Augusta,AU,2063056,-32.49,19.0,5.7,63,0
Killybegs,IE,2963295,54.63,4.05,4.07,100,92
Fuente de Oro,CO,3682299,3.46,22.55,0.97,86,92
Opuwo,NA,3354077,-18.06,16.7,1.22,97,92
Mehamn,NO,778707,71.03,-2.16,5.67,92,76
Kabwe,ZM,916095,-14.44,18.5,4.42,87,0
Broken Hill,AU,2173911,-31.97,24.6,6.87,38,0
Yulara,AU,6355222,-25.24,26.0,7.7,29,0
Jacareacanga,BR,3397763,-6.22,24.15,1.62,94,20
Cidreira,BR,3466165,-30.17,20.35,3.37,97,88
Puerto Ayacucho,VE,3629710,5.66,32.0,2.1,55,75
Yinchuan,CN,1786657,38.48,11.5,1.87,39,48
Sovetskiy,RU,490040,56.76,-0.26,6.97,94,36
Russell,NZ,2188874,-35.26,24.1,1.12,48,8
Bardoli,IN,1277022,21.12,28.05,2.12,55,0
Kalianget,ID,1648918,-7.74,28.0,1.27,97,0
Kavaratti,IN,1267390,10.57,29.4,2.67,100,24
Rossano,IT,6539851,39.57,8.95,2.07,100,0
Cabedelo,BR,3404558,-6.97,25.0,1.5,88,20
Rypefjord,NO,847634,70.63,-3.0,7.7,86,75
Luanda,AO,2240449,-8.83,27.0,1.0,74,20
Isangel,VU,2136825,-19.55,26.85,6.62,100,36
Nha Trang,VN,1572151,12.24,26.15,2.97,81,0
Dunedin,NZ,2191562,-45.87,18.55,6.32,42,0
Siderno,IT,6540819,38.28,6.0,2.6,87,0
San Jeronimo,MX,3982846,29.37,30.0,6.2,9,5
Medina del Campo,ES,3117010,41.31,8.75,7.07,79,8
Qaqortoq,GL,3420846,60.72,5.0,3.1,32,80
Muncar,ID,1634718,-8.43,29.5,2.12,82,24
Zharkent,KZ,1520253,44.17,0.25,1.32,62,0
Sorong,ID,1626542,-0.86,26.9,1.92,100,76
Yaguajay,CU,3533826,22.33,23.1,4.82,78,8
Tshane,BW,933726,-24.02,16.5,5.02,68,8
Dourbali,TD,2433055,11.81,20.35,1.52,63,0
Rockford,US,4907959,42.27,3.66,3.1,55,90
Thanh Hoa,VN,1574023,10.21,31.85,2.62,59,0
San Francisco,AR,3837675,-31.43,17.15,2.22,92,92
Asosa,ET,343292,10.07,15.4,1.27,97,76
Ixtapa,MX,4004293,20.71,24.0,0.67,73,5
Beitbridge,ZW,895269,-22.22,17.6,2.52,89,0
Narsaq,GL,3421719,60.91,5.0,3.1,32,20
Katobu,ID,1640972,-4.94,30.6,2.52,80,64
Gimli,CA,5961417,50.63,-17.61,3.67,73,0
Wenling,CN,1791464,28.38,20.1,2.57,76,64
Broome,AU,2075720,-17.97,32.0,2.6,59,0
Sao Filipe,CV,3374210,14.9,20.3,6.42,100,24
Baoro,CF,2389804,5.69,20.1,2.67,97,76
Faanui,PF,4034551,-16.48,28.0,5.27,100,44
Guadalajara,ES,3121070,40.63,11.51,4.6,93,75
Abu Zabad,SD,380348,12.35,17.85,4.27,20,0
Bakhtiyarpur,IN,1277684,25.46,24.0,1.0,64,0
Mehran,IR,124291,33.12,6.0,3.1,56,0
Saint George,BM,3573061,32.38,20.0,1.0,82,75
Two Hills,CA,6171332,53.71,-15.41,2.22,75,32
Demba,CD,217389,-5.47,20.2,1.07,100,92
Nanortalik,GL,3421765,60.14,0.55,10.47,100,32
Monrovia,LR,2274895,6.33,25.0,2.02,94,40
Marshall,US,4243951,39.39,5.8,2.6,100,90
Margate,ZA,978895,-30.86,23.4,2.02,92,32
Aksarka,RU,1512019,66.56,-22.71,1.47,67,0
Kurim,CZ,3072476,49.3,4.97,2.6,83,0
Prainha,BR,3391287,-1.8,25.85,1.62,89,12
San Pedro,AR,3428576,-33.68,19.05,4.12,86,76
Udachnyy,RU,2014624,66.42,-12.26,2.22,59,0
Marsa Matruh,EG,352733,31.35,16.0,5.1,67,0
Korla,CN,1529376,41.76,7.25,1.22,54,68
Nong Chik,TH,1608263,6.84,29.65,2.97,72,12
Kavieng,PG,2094342,-2.57,28.7,3.47,100,32
Wisconsin Rapids,US,5279436,44.39,-0.25,4.6,92,90
Storforshei,NO,3145614,66.4,-11.96,0.52,85,44
Tokur,RU,2015217,53.13,-5.96,3.22,60,76
Seydisehir,TR,301010,37.42,-2.06,1.22,82,0
Jambi,ID,1642858,-1.6,28.8,1.07,88,12
Sangmelima,CM,2222230,2.93,20.0,0.97,95,80
Sur,OM,286245,22.57,26.85,1.42,82,0
Morondava,MG,1058381,-20.3,24.8,1.87,99,0
Bang Saphan,TH,1157662,11.21,26.0,1.17,100,75
Alice Springs,AU,2077895,-23.7,27.0,8.7,28,0
Mundelein,US,4903184,42.26,3.0,1.5,69,75
Maumere,ID,1635815,-8.63,30.0,3.12,92,0
Ayagoz,KZ,1525988,47.96,-2.06,5.27,78,32
Tijara,IN,1254538,27.94,28.05,4.17,47,0
Fare,PF,4034496,-16.7,27.95,4.92,99,80
Chernyshevskiy,RU,2025456,63.01,-10.31,1.87,69,0
Ngunguru,NZ,2186111,-35.62,20.3,1.02,100,0
Vestmannaeyjar,IS,3412093,63.44,1.35,5.72,100,92
Gornopravdinsk,RU,1506268,60.06,-11.21,1.67,64,0
Namatanai,PG,2090021,-3.66,28.35,2.87,100,44
Rochegda,RU,501847,62.67,2.55,5.57,99,92
Nelson Bay,AU,2155562,-32.72,25.0,6.7,65,20
Comodoro Rivadavia,AR,3860443,-45.87,24.0,12.9,41,0
Novyy Urengoy,RU,1496511,66.08,-18.61,7.72,82,36
Sao Joao da Barra,BR,3448903,-21.64,27.6,11.47,94,76
Celestun,MX,3531368,20.87,27.6,8.17,86,0
Davila,PH,1715335,18.47,28.0,1.0,61,20
Barcelona,PH,1726705,12.87,28.1,4.82,88,64
Baykit,RU,1510689,61.68,-9.46,2.32,78,12
Murgab,TM,1218612,37.5,7.0,1.07,70,5
Foso,GH,2300883,5.7,23.3,2.02,95,8
Kamaishi,JP,2112444,39.28,10.0,1.5,81,75
Itupiranga,BR,3397851,-5.13,26.0,1.0,100,20
Ormara,PK,1168700,25.21,24.45,2.52,96,0
Bima,ID,1648759,-8.45,29.0,1.32,85,12
Ambon,ID,1651531,-3.7,29.25,2.32,92,36
Saint-Pierre,PM,3424934,46.77,-0.51,9.27,100,24
Alofi,NU,4036284,-19.06,28.0,2.6,83,88
Mubende,UG,228971,0.56,16.9,1.27,96,36
San Andres,CO,7522928,8.22,26.0,5.1,83,20
Fort Saint James,CA,5881688,54.43,-3.61,1.62,51,88
Lewisporte,CA,6053446,49.25,-2.0,7.2,68,75
Hofn,IS,2630299,64.25,-3.66,8.27,100,8
Izumo,JP,1861084,35.37,22.46,6.7,49,20
Deputatskiy,RU,2028164,69.3,-8.71,1.77,83,92
Puerto Escondido,MX,3520994,15.86,28.0,1.22,69,40
Puerto Baquerizo Moreno,EC,3652758,-0.9,25.0,2.1,83,75
Mahanoro,MG,1062553,-19.9,21.55,1.12,100,92
Manado,ID,1636544,1.49,29.0,1.0,70,20
Srednekolymsk,RU,2121025,67.46,2.65,2.97,69,8
Lamar,US,5427957,38.09,23.0,4.1,9,1
Bilma,NE,2446796,18.69,15.75,1.27,33,24
Artvin,TR,751816,41.18,8.0,5.7,87,75
Sanmenxia,CN,1796669,34.77,25.6,0.87,44,0
Braganca,BR,3405006,-1.05,24.6,1.32,95,56
Malatya,TR,304922,38.35,8.0,3.6,100,0
Tongliao,CN,2034400,43.61,5.3,5.92,35,64
Ruteng,ID,1629380,-8.61,28.6,0.42,78,8
Coquimbo,CL,3893629,-29.95,14.0,2.1,82,0
Tashtagol,RU,1490042,52.76,-3.46,2.77,69,80
Aksu,CN,1529660,41.12,7.2,1.57,86,92
Lecce,IT,6542124,40.36,10.14,2.6,93,0
Alta Floresta,BR,6316343,-9.87,21.9,1.02,98,80
Karmaskaly,RU,552312,54.37,-4.0,3.0,79,20
Pasan,IN,1260210,22.84,27.4,1.42,40,0
Gunjur,GM,2413419,13.18,19.0,3.1,82,5
Najran,SA,103630,17.54,20.0,2.42,32,20
Dumai,ID,1645133,1.68,25.5,1.12,97,92
Kholmogory,RU,549748,64.23,1.0,6.0,100,90
Pochutla,MX,3517970,15.74,28.0,1.07,69,40
Hasaki,JP,2112802,35.73,17.49,3.1,63,75
Xuzhou,CN,1787824,34.27,25.6,3.47,84,20
Portales,US,5484874,34.19,23.32,9.3,5,1
Shadrinsk,RU,1492517,56.09,-5.56,2.17,74,92
Richards Bay,ZA,962367,-28.77,22.9,4.62,85,8
Halifax,CA,6324729,44.65,-2.0,2.6,54,5
Behbahan,IR,140951,30.59,14.46,3.1,55,0
Naze,JP,1855540,28.37,24.0,4.6,57,20
Huercal-Overa,ES,2516542,37.39,10.1,2.57,100,56
Sumbe,AO,3346015,-11.2,24.65,0.92,100,76
Fukue,JP,1848373,35.03,17.0,1.0,77,0
Santa Isabel do Rio Negro,BR,3662489,-0.41,24.9,2.22,95,44
Auki,SB,2109701,-8.77,26.45,0.97,100,92
Ekhabi,RU,2122614,53.51,-0.86,8.52,89,0
Cockburn Town,BS,3572627,24.03,23.7,7.32,100,24
Barcelos,BR,3665098,-0.97,24.25,1.67,94,56
Outlook,CA,6095416,51.48,-13.61,2.82,72,20
Chornyanka,UA,710653,46.65,2.4,4.22,95,32
Bucerias,MX,4016734,20.76,24.0,0.72,73,5
Gubkinskiy,RU,1539209,64.43,-17.01,6.82,82,56
Ola,RU,2122574,59.58,-2.0,6.0,74,20
Nome,US,4732862,30.04,22.5,5.7,88,75
Sakata,JP,1853140,38.92,15.15,1.0,59,40
Ushtobe,KZ,1517637,45.25,-0.56,2.02,93,12
Hami,CN,1529484,42.84,11.25,4.87,51,8
Brighton,CA,5908835,44.03,1.45,2.6,47,90
Mount Gambier,AU,2156643,-37.83,20.1,1.92,66,0
Glens Falls,US,5118693,43.31,1.82,2.1,55,1
Coihaique,CL,3894426,-45.58,13.0,3.6,93,64
Guaruja,BR,3461789,-23.99,22.66,4.6,73,0
Buala,SB,2109528,-8.15,28.25,1.67,95,88
Guaymas,MX,4005143,27.92,26.0,6.7,41,5
Dagua,CO,3685292,3.66,20.0,1.0,94,40
Acapulco,MX,3533462,16.86,26.0,2.6,88,5
Butia,BR,3453639,-21.88,23.0,1.0,83,0
Kiruna,SE,605155,67.86,-15.0,2.1,84,88
Beyneu,KZ,610298,45.32,3.85,7.37,68,0
Padang,ID,1633419,-0.92,26.9,0.77,100,20
Huangpu,CN,1796236,31.23,23.48,5.0,64,0
Golyshmanovo,RU,1506422,56.4,-7.66,1.52,77,20
Malibu,US,4196508,33.61,20.82,2.1,32,20
Gravdal,NO,3147822,59.79,0.0,3.6,100,68
Longyearbyen,SJ,2729907,78.22,-12.0,8.2,60,20
Port Blair,IN,1259385,11.67,28.85,3.72,100,0
Boksitogorsk,RU,575410,59.47,1.05,4.47,96,88
